speciesId,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution
11809,urn:lsid:nmbe.ch:spidersp:027707,Gnaphosidae,Parasyrisca,turkenica,,"Ovtsharenko, Platnick & Marusik",1995,0,"Turkey, Azerbaijan, Iran"
11810,urn:lsid:nmbe.ch:spidersp:027708,Gnaphosidae,Parasyrisca,tyshchenkoi,,"Ovtsharenko, Platnick & Marusik",1995,0,"Russia (South and East Siberia)"
11811,urn:lsid:nmbe.ch:spidersp:027709,Gnaphosidae,Parasyrisca,ulykpani,,"Ovtsharenko, Platnick & Marusik",1995,0,"Russia (South Siberia), Mongolia"
11812,urn:lsid:nmbe.ch:spidersp:027710,Gnaphosidae,Parasyrisca,vakhanski,,"Ovtsharenko, Platnick & Marusik",1995,0,Tajikistan
11813,urn:lsid:nmbe.ch:spidersp:027711,Gnaphosidae,Parasyrisca,vinosa,,Simon,1878,1,"Europe (Alps, Pyrenees)"
11814,urn:lsid:nmbe.ch:spidersp:027712,Gnaphosidae,Parasyrisca,vorobica,,"Ovtsharenko, Platnick & Marusik",1995,0,Tajikistan
11815,urn:lsid:nmbe.ch:spidersp:027713,Gnaphosidae,Phaeocedus,braccatus,,"L. Koch",1866,1,"Europe, Turkey, Caucasus, Russia (Europe to Far East), Iran, Kazakhstan, Central Asia, China, Japan"
11816,urn:lsid:nmbe.ch:spidersp:027714,Gnaphosidae,Phaeocedus,braccatus,jugorum,Simon,1914,0,France
11817,urn:lsid:nmbe.ch:spidersp:027715,Gnaphosidae,Phaeocedus,fedotovi,,Charitonov,1946,0,Uzbekistan
11818,urn:lsid:nmbe.ch:spidersp:027716,Gnaphosidae,Drassodes,haribhaiius,,"B. H. Patel & H. K. Patel",1975,1,India
11819,urn:lsid:nmbe.ch:spidersp:027717,Gnaphosidae,Phaeocedus,hebraeus,,Levy,1999,0,"Greece, Cyprus, Israel"
11820,urn:lsid:nmbe.ch:spidersp:042296,Gnaphosidae,Phaeocedus,mikha,,Levy,2009,0,"Portugal, Spain, Israel"
11823,urn:lsid:nmbe.ch:spidersp:027720,Gnaphosidae,Synaphosus,parvus,,"O. Pickard-Cambridge",1906,1,India?
11824,urn:lsid:nmbe.ch:spidersp:027721,Gnaphosidae,Trichothyse,poonaensis,,Tikader,1982,1,"Portugal, Spain, Greece, Cyprus, Israel, India"
11825,urn:lsid:nmbe.ch:spidersp:027724,Gnaphosidae,Poecilochroa,albomaculata,,Lucas,1846,1,"Portugal, Spain, France, Italy, Morocco, Algeria, Tunisia"
11826,urn:lsid:nmbe.ch:spidersp:027725,Gnaphosidae,Poecilochroa,alcala,,"Barrion & Litsinger",1995,0,Philippines
11827,urn:lsid:nmbe.ch:spidersp:027726,Gnaphosidae,Poecilochroa,anomala,,Hewitt,1915,1,"South Africa, Lesotho"
11828,urn:lsid:nmbe.ch:spidersp:027727,Gnaphosidae,Trichothyse,antineae,,Fage,1929,1,Mali
11829,urn:lsid:nmbe.ch:spidersp:027728,Gnaphosidae,Poecilochroa,barmani,,Tikader,1982,0,India
11830,urn:lsid:nmbe.ch:spidersp:027729,Gnaphosidae,Poecilochroa,behni,,Thorell,1891,0,"India (Nicobar Is.)"
11831,urn:lsid:nmbe.ch:spidersp:027730,Gnaphosidae,Poecilochroa,bifasciata,,Banks,1902,0,Galapagos
11832,urn:lsid:nmbe.ch:spidersp:027731,Gnaphosidae,Poecilochroa,capensis,,Strand,1909,0,"South Africa"
11833,urn:lsid:nmbe.ch:spidersp:027732,Gnaphosidae,Poecilochroa,carinata,,Caporiacco,1947,0,Uganda
11834,urn:lsid:nmbe.ch:spidersp:027736,Gnaphosidae,Poecilochroa,dayamibrookiana,,"Barrion & Litsinger",1995,0,Philippines
11835,urn:lsid:nmbe.ch:spidersp:027737,Gnaphosidae,Poecilochroa,devendrai,,"Gajbe & Rane",1985,0,India
11836,urn:lsid:nmbe.ch:spidersp:027738,Gnaphosidae,Poecilochroa,faradjensis,,Lessert,1929,0,"DR Congo"
11837,urn:lsid:nmbe.ch:spidersp:027739,Gnaphosidae,Trichothyse,furcata,,Simon,1914,1,"Spain, France, Italy, Greece"
11838,urn:lsid:nmbe.ch:spidersp:027740,Gnaphosidae,Trichothyse,golan,,Levy,1999,1,Israel
11839,urn:lsid:nmbe.ch:spidersp:027741,Gnaphosidae,Poecilochroa,haplostyla,,Simon,1907,0,"São Tomé and Príncipe"
11842,urn:lsid:nmbe.ch:spidersp:027744,Gnaphosidae,Poecilochroa,insularis,,Kulczyński,1911,0,"Indonesia (Java)"
11843,urn:lsid:nmbe.ch:spidersp:027745,Gnaphosidae,Poecilochroa,involuta,,Tucker,1923,0,"South Africa"
11844,urn:lsid:nmbe.ch:spidersp:027746,Gnaphosidae,Poecilochroa,joreungensis,,Paik,1992,0,Korea
11845,urn:lsid:nmbe.ch:spidersp:027747,Gnaphosidae,Poecilochroa,latefasciata,,Simon,1893,0,Peru
11846,urn:lsid:nmbe.ch:spidersp:027748,Gnaphosidae,Trichothyse,loricata,,Kritscher,1996,1,"Malta, Italy (Sicily)"
11848,urn:lsid:nmbe.ch:spidersp:027752,Gnaphosidae,Poecilochroa,parangunifasciata,,"Barrion & Litsinger",1995,0,Philippines
11849,urn:lsid:nmbe.ch:spidersp:027753,Gnaphosidae,Poecilochroa,patricia,,Simon,1878,1,"France (Corsica)"
11850,urn:lsid:nmbe.ch:spidersp:027754,Gnaphosidae,Poecilochroa,pauciaculeis,,Caporiacco,1947,0,Eritrea
11851,urn:lsid:nmbe.ch:spidersp:027755,Gnaphosidae,Trichothyse,perversa,,Simon,1914,1,France
11852,urn:lsid:nmbe.ch:spidersp:027756,Gnaphosidae,Poecilochroa,phyllobia,,Thorell,1871,1,Italy
11853,urn:lsid:nmbe.ch:spidersp:027757,Gnaphosidae,Trichothyse,pugnax,,"O. Pickard-Cambridge",1874,1,"Libya, Egypt, Ethiopia, Israel"
11854,urn:lsid:nmbe.ch:spidersp:027758,Gnaphosidae,Poecilochroa,rollini,,Berland,1933,0,"French Polynesia (Marquesas Is., Tuamotu)"
11855,urn:lsid:nmbe.ch:spidersp:027759,Gnaphosidae,Xizangiana,sedula,,Simon,1897,1,India
11856,urn:lsid:nmbe.ch:spidersp:027760,Gnaphosidae,Trichothyse,senilis,,"O. Pickard-Cambridge",1872,1,"North Africa, Portugal to Turkmenistan. Introduced to Cape Verde "
11857,urn:lsid:nmbe.ch:spidersp:027761,Gnaphosidae,Trichothyse,senilis,auspex,Simon,1878,1,"Spain, France"
11859,urn:lsid:nmbe.ch:spidersp:027763,Gnaphosidae,Poecilochroa,taeguensis,,Paik,1992,0,Korea
11860,urn:lsid:nmbe.ch:spidersp:027765,Gnaphosidae,Poecilochroa,tikaderi,,Patel,1989,0,India
11861,urn:lsid:nmbe.ch:spidersp:046540,Gnaphosidae,Poecilochroa,tridotus,,"Caleb & Mathai",2013,0,India
11862,urn:lsid:nmbe.ch:spidersp:027766,Gnaphosidae,Poecilochroa,trifasciata,,Mello-Leitão,1918,0,Brazil
11863,urn:lsid:nmbe.ch:spidersp:027767,Gnaphosidae,Poecilochroa,variana,,"C. L. Koch",1839,1,"Europe to Central Asia"
11864,urn:lsid:nmbe.ch:spidersp:027768,Gnaphosidae,Poecilochroa,viduata,,Pavesi,1883,1,Ethiopia
11865,urn:lsid:nmbe.ch:spidersp:027769,Gnaphosidae,Poecilochroa,vittata,,Kulczyński,1911,0,"Indonesia (Java)"
11866,urn:lsid:nmbe.ch:spidersp:027771,Gnaphosidae,Pseudodrassus,pichoni,,Schenkel,1963,0,China
11868,urn:lsid:nmbe.ch:spidersp:027773,Gnaphosidae,Pseudodrassus,ricasolii,,Caporiacco,1935,0,Turkey
11869,urn:lsid:nmbe.ch:spidersp:027774,Gnaphosidae,Pseudodrassus,scorteccii,,Caporiacco,1936,0,Libya
11871,urn:lsid:nmbe.ch:spidersp:027777,Gnaphosidae,Pterotricha,algerica,,Dalmas,1921,0,"Algeria, Libya"
11873,urn:lsid:nmbe.ch:spidersp:027779,Gnaphosidae,Pterotricha,argentosa,,Charitonov,1946,0,Uzbekistan
11874,urn:lsid:nmbe.ch:spidersp:027780,Gnaphosidae,Pterotricha,auris,,Tucker,1923,1,"Botswana, South Africa, Lesotho"
11875,urn:lsid:nmbe.ch:spidersp:027781,Gnaphosidae,Pterotricha,cambridgei,,"L. Koch",1872,1,"Syria, Israel"
11876,urn:lsid:nmbe.ch:spidersp:027782,Gnaphosidae,Pterotricha,chazaliae,,Simon,1895,1,"Portugal, Mauritania, Morocco, Algeria, Libya, Israel"
11877,urn:lsid:nmbe.ch:spidersp:027783,Gnaphosidae,Pterotricha,conspersa,,"O. Pickard-Cambridge",1872,1,"Libya, Egypt, Israel"
11878,urn:lsid:nmbe.ch:spidersp:027784,Gnaphosidae,Pterotricha,dalmasi,,Fage,1929,0,"Algeria, Egypt, Sudan, Israel, Jordan, Saudi Arabia, United Arab Emirates, Iraq, Iran"
11879,urn:lsid:nmbe.ch:spidersp:027785,Gnaphosidae,Pterotricha,djibutensis,,Dalmas,1921,0,Somalia
11880,urn:lsid:nmbe.ch:spidersp:027786,Gnaphosidae,Pterotricha,egens,,Denis,1966,0,Libya
11881,urn:lsid:nmbe.ch:spidersp:027787,Gnaphosidae,Pterotricha,engediensis,,Levy,1995,0,Israel
11882,urn:lsid:nmbe.ch:spidersp:027789,Gnaphosidae,Pterotricha,insolita,,Dalmas,1921,0,Algeria
11883,urn:lsid:nmbe.ch:spidersp:027790,Gnaphosidae,Pterotricha,kochi,,"O. Pickard-Cambridge",1872,1,"Turkey, Lebanon, Syria, Israel"
11884,urn:lsid:nmbe.ch:spidersp:027791,Gnaphosidae,Pterotricha,lentiginosa,,"C. L. Koch",1837,1,"Serbia, Montenegro, Greece, Cyprus, Turkey"
11885,urn:lsid:nmbe.ch:spidersp:027792,Gnaphosidae,Pterotricha,lesserti,,Dalmas,1921,0,"Turkey, Egypt, Israel, Saudi Arabia"
11886,urn:lsid:nmbe.ch:spidersp:027793,Gnaphosidae,Pterotricha,levantina,,Levy,1995,0,Israel
11889,urn:lsid:nmbe.ch:spidersp:027796,Gnaphosidae,Pterotricha,lutata,,"O. Pickard-Cambridge",1872,1,"Lebanon, Israel"
11890,urn:lsid:nmbe.ch:spidersp:027797,Gnaphosidae,Pterotricha,marginalis,,Tucker,1923,1,"South Africa"
11891,urn:lsid:nmbe.ch:spidersp:027798,Gnaphosidae,Pterotricha,mauritanica,,Denis,1945,0,Mauritania
11892,urn:lsid:nmbe.ch:spidersp:027799,Gnaphosidae,Pterotricha,nomas,,Thorell,1875,1,"Russia (Europe)"
11893,urn:lsid:nmbe.ch:spidersp:027800,Gnaphosidae,Pterotricha,parasyriaca,,Levy,1995,0,Israel
11894,urn:lsid:nmbe.ch:spidersp:027801,Gnaphosidae,Pterotricha,paupercula,,Denis,1966,0,Libya
11895,urn:lsid:nmbe.ch:spidersp:027802,Gnaphosidae,Pterotricha,pavlovskyi,,Spassky,1952,0,Tajikistan
11896,urn:lsid:nmbe.ch:spidersp:027803,Gnaphosidae,Pterotricha,procera,,"O. Pickard-Cambridge",1874,1,"Egypt, Israel"
11898,urn:lsid:nmbe.ch:spidersp:027805,Gnaphosidae,Pterotricha,quagga,,Pavesi,1884,1,Tunisia
11899,urn:lsid:nmbe.ch:spidersp:027806,Gnaphosidae,Pterotricha,saga,,"Dönitz & Strand",1906,1,Japan
11900,urn:lsid:nmbe.ch:spidersp:027807,Gnaphosidae,Pterotricha,schaefferi,,Audouin,1826,1,"Morocco, Libya, Egypt, Sudan, Ethiopia, Cyprus, Israel"
11901,urn:lsid:nmbe.ch:spidersp:027809,Gnaphosidae,Pterotricha,simoni,,Dalmas,1921,0,"Portugal, Spain"
11903,urn:lsid:nmbe.ch:spidersp:027811,Gnaphosidae,Pterotricha,somaliensis,,Dalmas,1921,0,Somalia
11904,urn:lsid:nmbe.ch:spidersp:027812,Gnaphosidae,Pterotricha,strandi,,Spassky,1936,0,"Iraq, Iran, Turkmenistan, Afghanistan, India"
11905,urn:lsid:nmbe.ch:spidersp:027813,Gnaphosidae,Pterotricha,syriaca,,Dalmas,1921,0,Syria
11907,urn:lsid:nmbe.ch:spidersp:027817,Gnaphosidae,Pterotricha,vicina,,Dalmas,1921,0,"Algeria, Libya"
11908,urn:lsid:nmbe.ch:spidersp:027818,Gnaphosidae,Pterotrichina,elegans,,Dalmas,1921,0,"Algeria, Tunisia"
11909,urn:lsid:nmbe.ch:spidersp:027819,Gnaphosidae,Pterotrichina,nova,,Caporiacco,1934,0,Pakistan
11910,urn:lsid:nmbe.ch:spidersp:027390,Gnaphosidae,Sanitubius,anatolicus,,Kamura,1989,1,"China, Korea, Japan"
11911,urn:lsid:nmbe.ch:spidersp:027822,Gnaphosidae,Scopoides,asceticus,,Chamberlin,1924,1,Mexico
11912,urn:lsid:nmbe.ch:spidersp:027823,Gnaphosidae,Scopoides,bryantae,,"Platnick & Shadab",1976,1,"USA, Mexico"
11913,urn:lsid:nmbe.ch:spidersp:027824,Gnaphosidae,Scopoides,cambridgei,,"Gertsch & Davis",1940,1,"USA, Mexico"
11914,urn:lsid:nmbe.ch:spidersp:027825,Gnaphosidae,Scopoides,catharius,,Chamberlin,1922,1,USA
11915,urn:lsid:nmbe.ch:spidersp:027826,Gnaphosidae,Scopoides,gertschi,,Platnick,1978,1,USA
11916,urn:lsid:nmbe.ch:spidersp:038070,Gnaphosidae,Allozelotes,gyirongensis,,Hu,2001,1,China
11917,urn:lsid:nmbe.ch:spidersp:027827,Gnaphosidae,Scopoides,kastoni,,"Platnick & Shadab",1976,1,"USA, Mexico"
11918,urn:lsid:nmbe.ch:spidersp:027828,Gnaphosidae,Poecilochroa,kuljitae,,Tikader,1982,1,India
11920,urn:lsid:nmbe.ch:spidersp:027830,Gnaphosidae,Scopoides,naturalisticus,,Chamberlin,1924,1,"USA, Mexico"
11921,urn:lsid:nmbe.ch:spidersp:027831,Gnaphosidae,Scopoides,nesiotes,,Chamberlin,1924,1,"USA, Mexico"
11922,urn:lsid:nmbe.ch:spidersp:027832,Gnaphosidae,Scopoides,ochraceus,,"F. O. Pickard-Cambridge",1899,1,Mexico
11923,urn:lsid:nmbe.ch:spidersp:027833,Gnaphosidae,Megamyrmaekion,pritiae,,Tikader,1982,1,India
11924,urn:lsid:nmbe.ch:spidersp:027834,Gnaphosidae,Scopoides,rostratus,,"Platnick & Shadab",1976,1,Mexico
11925,urn:lsid:nmbe.ch:spidersp:027835,Gnaphosidae,Scopoides,santiago,,"Platnick & Shadab",1976,1,Mexico
11926,urn:lsid:nmbe.ch:spidersp:027836,Gnaphosidae,Megamyrmaekion,tikaderi,,Gajbe,1987,1,India
11927,urn:lsid:nmbe.ch:spidersp:027837,Gnaphosidae,Scopoides,tlacolula,,"Platnick & Shadab",1976,1,Mexico
11928,urn:lsid:nmbe.ch:spidersp:038071,Gnaphosidae,Platnickus,xizangensis,,Hu,2001,1,China
11929,urn:lsid:nmbe.ch:spidersp:027838,Gnaphosidae,Scotocesonia,demerarae,,Caporiacco,1947,0,Guyana
11930,urn:lsid:nmbe.ch:spidersp:044135,Gnaphosidae,Scotognapha,arcuata,,Wunderlich,2011,0,"Canary Is."
11931,urn:lsid:nmbe.ch:spidersp:027839,Gnaphosidae,Scotognapha,atomaria,,Dalmas,1920,0,"Canary Is."
11932,urn:lsid:nmbe.ch:spidersp:027841,Gnaphosidae,Scotognapha,brunnea,,Schmidt,1980,0,"Canary Is."
11933,urn:lsid:nmbe.ch:spidersp:027842,Gnaphosidae,Scotognapha,canaricola,,Strand,1911,1,"Canary Is."
11934,urn:lsid:nmbe.ch:spidersp:027843,Gnaphosidae,Scotognapha,convexa,,Simon,1883,1,"Canary Is."
11935,urn:lsid:nmbe.ch:spidersp:038072,Gnaphosidae,Scotognapha,costacalma,,"Platnick, Ovtsharenko & Murphy",2001,0,"Canary Is."
11936,urn:lsid:nmbe.ch:spidersp:038073,Gnaphosidae,Scotognapha,galletas,,"Platnick, Ovtsharenko & Murphy",2001,0,"Canary Is."
11937,urn:lsid:nmbe.ch:spidersp:038074,Gnaphosidae,Scotognapha,haria,,"Platnick, Ovtsharenko & Murphy",2001,0,"Canary Is."
11938,urn:lsid:nmbe.ch:spidersp:038075,Gnaphosidae,Scotognapha,juangrandica,,"Platnick, Ovtsharenko & Murphy",2001,0,"Canary Is."
11939,urn:lsid:nmbe.ch:spidersp:038076,Gnaphosidae,Scotognapha,medano,,"Platnick, Ovtsharenko & Murphy",2001,0,"Canary Is."
11940,urn:lsid:nmbe.ch:spidersp:027845,Gnaphosidae,Scotognapha,paivani,,Blackwall,1864,1,"Savage Is."
11941,urn:lsid:nmbe.ch:spidersp:038077,Gnaphosidae,Scotognapha,taganana,,"Platnick, Ovtsharenko & Murphy",2001,0,"Canary Is."
11942,urn:lsid:nmbe.ch:spidersp:027651,Gnaphosidae,Scotognapha,teideensis,,Wunderlich,1992,1,"Canary Is."
11943,urn:lsid:nmbe.ch:spidersp:038078,Gnaphosidae,Scotognapha,wunderlichi,,"Platnick, Ovtsharenko & Murphy",2001,0,"Canary Is."
11944,urn:lsid:nmbe.ch:spidersp:027847,Gnaphosidae,Scotophaeus,aculeatus,,Simon,1914,0,France
11945,urn:lsid:nmbe.ch:spidersp:027848,Gnaphosidae,Scotophaeus,affinis,,Caporiacco,1949,0,Kenya
11946,urn:lsid:nmbe.ch:spidersp:027849,Gnaphosidae,Scotophaeus,afghanicus,,Roewer,1961,0,Afghanistan
11947,urn:lsid:nmbe.ch:spidersp:027850,Gnaphosidae,Scotophaeus,arboricola,,Jézéquel,1965,0,"Ivory Coast"
11949,urn:lsid:nmbe.ch:spidersp:027852,Gnaphosidae,Scotophaeus,bharatae,,Gajbe,1989,0,India
11950,urn:lsid:nmbe.ch:spidersp:027853,Gnaphosidae,Scotophaeus,bifidus,,"Schmidt & Krause",1994,0,"Cape Verde Is."
11951,urn:lsid:nmbe.ch:spidersp:027854,Gnaphosidae,Scotophaeus,blackwalli,,Thorell,1871,1,"Europe, Algeria, Tunisia, Turkey, Caucasus, Turkey, Iran. Introduced to North America, Peru, Hawaii"
11952,urn:lsid:nmbe.ch:spidersp:027855,Gnaphosidae,Scotophaeus,blackwalli,isabellinus,Simon,1873,1,"France (Corsica), Italy, Croatia"
11953,urn:lsid:nmbe.ch:spidersp:027856,Gnaphosidae,Scotophaeus,blackwalli,politus,Simon,1878,1,France
11954,urn:lsid:nmbe.ch:spidersp:027857,Gnaphosidae,Scotophaeus,brolemanni,,Simon,1914,0,France
11955,urn:lsid:nmbe.ch:spidersp:027858,Gnaphosidae,Scotophaeus,cecileae,,"Barrion & Litsinger",1995,0,Philippines
11956,urn:lsid:nmbe.ch:spidersp:027859,Gnaphosidae,Scotophaeus,correntinus,,Mello-Leitão,1945,0,Argentina
11957,urn:lsid:nmbe.ch:spidersp:027860,Gnaphosidae,Scotophaeus,crinitus,,Jézéquel,1965,0,"Ivory Coast"
11958,urn:lsid:nmbe.ch:spidersp:027862,Gnaphosidae,Drassodes,dispulsus,,"O. Pickard-Cambridge",1885,1,"China (Yarkand), India, Tajikistan or Afghanistan"
11959,urn:lsid:nmbe.ch:spidersp:027863,Gnaphosidae,Scotophaeus,domesticus,,Tikader,1962,0,India
11960,urn:lsid:nmbe.ch:spidersp:027864,Gnaphosidae,Scotophaeus,fabrisae,,Caporiacco,1950,0,Italy
11961,urn:lsid:nmbe.ch:spidersp:040623,Gnaphosidae,Scotophaeus,faisalabadiensis,,"Ghafoor & Beg",2002,0,Pakistan
11962,urn:lsid:nmbe.ch:spidersp:027865,Gnaphosidae,Scotophaeus,gridellii,,Caporiacco,1928,0,"Canary Is."
11963,urn:lsid:nmbe.ch:spidersp:027866,Gnaphosidae,Scotophaeus,hierro,,Schmidt,1977,0,"Canary Is."
11964,urn:lsid:nmbe.ch:spidersp:039004,Gnaphosidae,Scotophaeus,hunan,,"Zhang, Song & Zhu",2003,0,"China, Japan"
11965,urn:lsid:nmbe.ch:spidersp:027867,Gnaphosidae,Scotophaeus,insularis,,Berland,1936,0,"Cape Verde, Greece"
11966,urn:lsid:nmbe.ch:spidersp:027868,Gnaphosidae,Drassodes,invisus,,"O. Pickard-Cambridge",1885,1,"China (Yarkand)"
11967,urn:lsid:nmbe.ch:spidersp:027869,Gnaphosidae,Scotophaeus,jacksoni,,Berland,1936,0,"Cape Verde Is."
11968,urn:lsid:nmbe.ch:spidersp:040624,Gnaphosidae,Scotophaeus,jinlin,,"Song, Zhu & Zhang",2004,0,China
11969,urn:lsid:nmbe.ch:spidersp:027870,Gnaphosidae,Scotophaeus,kalimpongensis,,Gajbe,1992,0,India
11970,urn:lsid:nmbe.ch:spidersp:027871,Gnaphosidae,Scotophaeus,lamperti,,Strand,1906,0,Namibia
11971,urn:lsid:nmbe.ch:spidersp:027873,Gnaphosidae,Scotophaeus,lindbergi,,Roewer,1961,0,Afghanistan
11972,urn:lsid:nmbe.ch:spidersp:027874,Gnaphosidae,Scotophaeus,madalasae,,"Tikader & Gajbe",1977,0,India
11973,urn:lsid:nmbe.ch:spidersp:027875,Gnaphosidae,Scotophaeus,marleyi,,Tucker,1923,0,"South Africa"
11974,urn:lsid:nmbe.ch:spidersp:027876,Gnaphosidae,Scotophaeus,mauckneri,,Schmidt,1956,0,"Canary Is."
11975,urn:lsid:nmbe.ch:spidersp:027877,Gnaphosidae,Scotophaeus,merkaricola,,Strand,1907,0,India
11976,urn:lsid:nmbe.ch:spidersp:027878,Gnaphosidae,Scotophaeus,meruensis,,Tullgren,1910,0,"East Africa"
11977,urn:lsid:nmbe.ch:spidersp:027879,Gnaphosidae,Scotophaeus,microdon,,Caporiacco,1933,0,Libya
11978,urn:lsid:nmbe.ch:spidersp:027880,Gnaphosidae,Scotophaeus,musculus,,Simon,1878,1,"Salvages, Madeira, France"
11979,urn:lsid:nmbe.ch:spidersp:043973,Gnaphosidae,Scotophaeus,nanoides,,Wunderlich,2011,0,"Portugal, Spain, Morocco"
11980,urn:lsid:nmbe.ch:spidersp:027881,Gnaphosidae,Scotophaeus,nanus,,Wunderlich,1995,0,"Switzerland, Austria"
11981,urn:lsid:nmbe.ch:spidersp:027882,Gnaphosidae,Scotophaeus,natalensis,,Lawrence,1938,0,"Zimbabwe, South Africa"
11982,urn:lsid:nmbe.ch:spidersp:027883,Gnaphosidae,Scotophaeus,nigrosegmentatus,,Simon,1895,1,"Pakistan (Karakorum), Mongolia "
11984,urn:lsid:nmbe.ch:spidersp:027885,Gnaphosidae,Scotophaeus,nyrensis,,Simon,1909,0,"East Africa"
11986,urn:lsid:nmbe.ch:spidersp:027887,Gnaphosidae,Scotophaeus,peninsularis,,Roewer,1928,0,"Bulgaria, Greece (incl. Crete), Cyprus, Israel"
11987,urn:lsid:nmbe.ch:spidersp:027888,Gnaphosidae,Scotophaeus,poonaensis,,Tikader,1982,0,India
11988,urn:lsid:nmbe.ch:spidersp:027889,Gnaphosidae,Scotophaeus,pretiosus,,"L. Koch",1873,1,"New Zealand"
11989,urn:lsid:nmbe.ch:spidersp:027890,Gnaphosidae,Scotophaeus,purcelli,,Tucker,1923,0,"South Africa"
11990,urn:lsid:nmbe.ch:spidersp:027891,Gnaphosidae,Scotophaeus,quadripunctatus,,Linnaeus,1758,1,"Europe, Russia (Caucasus)"
11991,urn:lsid:nmbe.ch:spidersp:027892,Gnaphosidae,Scotophaeus,rajasthanus,,Tikader,1966,0,India
11992,urn:lsid:nmbe.ch:spidersp:027893,Gnaphosidae,Scotophaeus,rebellatus,,Simon,1880,1,China
11993,urn:lsid:nmbe.ch:spidersp:027894,Gnaphosidae,Scotophaeus,regularis,,Tullgren,1910,0,"East Africa"
11994,urn:lsid:nmbe.ch:spidersp:027895,Gnaphosidae,Scotophaeus,relegatus,,Purcell,1907,0,"Namibia, South Africa"
11995,urn:lsid:nmbe.ch:spidersp:027896,Gnaphosidae,Scotophaeus,retusus,,Simon,1878,1,France
11996,urn:lsid:nmbe.ch:spidersp:027897,Gnaphosidae,Scotophaeus,rufescens,,Kroneberg,1875,1,"Central Asia"
11997,urn:lsid:nmbe.ch:spidersp:027898,Gnaphosidae,Scotophaeus,schenkeli,,Caporiacco,1949,0,Kenya
11998,urn:lsid:nmbe.ch:spidersp:027899,Gnaphosidae,Scotophaeus,scutulatus,,"L. Koch",1866,1,"Europe, Algeria, Turkey, Caucasus, Russia (Europe to South Siberia), Iran, Central Asia"
11999,urn:lsid:nmbe.ch:spidersp:027900,Gnaphosidae,Scotophaeus,semitectus,,Simon,1886,1,Senegal
12000,urn:lsid:nmbe.ch:spidersp:027901,Gnaphosidae,Scotophaeus,simlaensis,,Tikader,1982,0,"India, China"
12001,urn:lsid:nmbe.ch:spidersp:027902,Gnaphosidae,Scotophaeus,strandi,,Caporiacco,1940,0,Ethiopia
12002,urn:lsid:nmbe.ch:spidersp:027904,Gnaphosidae,Scotophaeus,tubicola,,Schmidt,1990,0,"Canary Is."
12003,urn:lsid:nmbe.ch:spidersp:027905,Gnaphosidae,Scotophaeus,typhlus,,"Schmidt & Piepho",1994,0,"Cape Verde Is."
12004,urn:lsid:nmbe.ch:spidersp:027906,Gnaphosidae,Scotophaeus,validus,,Lucas,1846,1,"Southern Europe, Morocco, Algeria"
12005,urn:lsid:nmbe.ch:spidersp:027909,Gnaphosidae,Scotophaeus,westringi,,Simon,1914,0,France
12006,urn:lsid:nmbe.ch:spidersp:039007,Gnaphosidae,Scotophaeus,xizang,,"Zhang, Song & Zhu",2003,0,"India, China"
12007,urn:lsid:nmbe.ch:spidersp:027911,Gnaphosidae,Sergiolus,angustus,,Banks,1904,1,"Canada, USA, Mexico"
12008,urn:lsid:nmbe.ch:spidersp:027912,Gnaphosidae,Sergiolus,bicolor,,Banks,1900,0,"Canada, USA"
12009,urn:lsid:nmbe.ch:spidersp:027913,Gnaphosidae,Sergiolus,capulatus,,Walckenaer,1837,1,"Canada, USA"
12010,urn:lsid:nmbe.ch:spidersp:027914,Gnaphosidae,Sergiolus,columbianus,,Emerton,1917,1,"Canada, USA"
12011,urn:lsid:nmbe.ch:spidersp:027915,Gnaphosidae,Sergiolus,cyaneiventris,,Simon,1893,0,"USA, Cuba"
12012,urn:lsid:nmbe.ch:spidersp:027916,Gnaphosidae,Sergiolus,decoratus,,Kaston,1945,0,"Canada, USA"
12013,urn:lsid:nmbe.ch:spidersp:027917,Gnaphosidae,Sergiolus,gertschi,,"Platnick & Shadab",1981,0,"USA, Mexico"
12014,urn:lsid:nmbe.ch:spidersp:027918,Gnaphosidae,Sergiolus,guadalupensis,,"Platnick & Shadab",1981,0,Mexico
12015,urn:lsid:nmbe.ch:spidersp:027919,Gnaphosidae,Sergiolus,hosiziro,,Yaginuma,1960,1,"China, Korea, Japan"
12016,urn:lsid:nmbe.ch:spidersp:027920,Gnaphosidae,Sergiolus,iviei,,"Platnick & Shadab",1981,0,"Canada, USA"
12017,urn:lsid:nmbe.ch:spidersp:027921,Gnaphosidae,Sergiolus,kastoni,,"Platnick & Shadab",1981,0,"USA, Cuba"
12018,urn:lsid:nmbe.ch:spidersp:027922,Gnaphosidae,Poecilochroa,khodiar,,Patel,1988,1,India
12019,urn:lsid:nmbe.ch:spidersp:037348,Gnaphosidae,Hitobia,lamhetaghatensis,,"Gajbe & Gajbe",1999,1,India
12020,urn:lsid:nmbe.ch:spidersp:027923,Gnaphosidae,Sergiolus,lowelli,,"Chamberlin & Woodbury",1929,0,"USA, Mexico"
12021,urn:lsid:nmbe.ch:spidersp:027924,Gnaphosidae,Sergiolus,magnus,,Bryant,1948,1,Haiti
12022,urn:lsid:nmbe.ch:spidersp:038080,Gnaphosidae,Sergiolus,mainlingensis,,Hu,2001,0,China
